rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,b,f_bias,ds_err
0.05,0.15357142857142858,80638,0.08762745818846641,3.6037450156168527,12.079987210499995,0.13823820554265756,2.0,1.5284583967425591,2.1931018318090874,20.20895870230441
0.15357142857142858,0.2571428571428571,159393,0.1987203963320508,25.599813581750297,52.25379150461901,0.1349879467881222,2.0,1.4748468296999229,1.383993614341117,16.84504398732541
0.2571428571428571,0.3607142857142857,240337,0.3045572229332549,52.284591086769254,94.6621467895491,0.13159490588550954,2.0,1.454727761402454,1.2445745236714805,13.974478403693467
0.3607142857142857,0.46428571428571425,319366,0.40923647173232053,67.61018284874525,123.29234426119771,0.13013906444011228,2.0,1.4267126924658127,1.2781666299929657,11.430119765016808
0.46428571428571425,0.5678571428571428,398395,0.513466609609304,68.26836345856263,118.1824463084829,0.12729814855807503,2.0,1.3933381210505653,1.2424444031022235,10.602349351603655
0.5678571428571428,0.6714285714285715,474845,0.6174751089753187,63.62791850918646,106.8447354174488,0.1265390052277648,2.0,1.368689860856357,1.2268751264722983,9.766187999161993
0.6714285714285715,0.775,555535,0.7213578466039882,69.0514722919967,118.53997760613608,0.1256170398486466,2.0,1.357588082312845,1.2645146963229483,9.62286494047789
0.775,0.8785714285714286,642188,0.8251623216936514,46.296749178136835,80.93152003902277,0.12392856637438683,2.0,1.3600259013718528,1.285345911938716,8.221688864199624
0.8785714285714286,0.9821428571428571,727711,0.9289147716885681,45.29831090983838,78.88371967966276,0.12383949641171034,2.0,1.35885840968372,1.2815370498556362,7.875535196419719
0.9821428571428571,1.0857142857142856,807893,1.0326308782000686,44.010515382970745,73.23916338543323,0.12265069299860144,2.0,1.3519700512243982,1.2308917166023599,7.259057484597041
1.0857142857142856,1.1892857142857143,890591,1.1363205928768159,44.41689552027182,75.7458490256771,0.12203467338518695,2.0,1.3462921122326643,1.2666928990403192,7.99449355190472
1.1892857142857143,1.292857142857143,972535,1.2399905365010835,35.03112120534189,58.31642245191288,0.1206487732478977,2.0,1.3383845067867353,1.243815416139631,7.023574304364884
1.292857142857143,1.3964285714285714,1053576,1.343645285431101,36.64644750809572,60.33211243845479,0.12119652414934924,2.0,1.338142345191439,1.230309385332094,6.568043339086321
1.3964285714285714,1.5,1143427,1.447288104401766,32.61598982592747,55.792459462169134,0.12082106477585244,2.0,1.3444712316209946,1.2723114329474827,6.314121019215824
