rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,b,f_bias,ds_err
0.05,0.15357142857142858,142256,0.08762745818846641,14.206270813159184,34.69873801461787,0.15562392805785932,2.0,1.4491717080362665,1.6854417350896498,12.685422666905565
0.15357142857142858,0.2571428571428571,285679,0.1987203963320508,9.202330340749091,16.228280567201743,0.15540119030229474,2.0,1.4443380744211423,1.2209723478750185,8.939439069233957
0.2571428571428571,0.3607142857142857,425846,0.3045572229332549,-0.1797172541193299,2.599544744098309,0.15534253906549172,2.0,1.430728435696086,-10.10998040310365,7.9352060274000875
0.3607142857142857,0.46428571428571425,571186,0.40923647173232053,4.913713096944722,9.644329688855809,0.15352014718839888,2.0,1.4243959941645865,1.3779438136938627,5.9124398064558035
0.46428571428571425,0.5678571428571428,724313,0.513466609609304,13.363330990158033,21.260580066423607,0.1519566378951231,2.0,1.4239725502467493,1.1172716180797946,6.452931935468848
0.5678571428571428,0.6714285714285715,878660,0.6174751089753187,30.840874091478533,55.72864083968445,0.15083293765011793,2.0,1.4133726802149325,1.278483361948933,5.860543625988246
0.6714285714285715,0.775,1027444,0.7213578466039882,39.10391126606012,68.89178603254504,0.14953004631969868,2.0,1.4046092643528418,1.2542719695536366,6.305980477026493
0.775,0.8785714285714286,1166701,0.8251623216936514,41.024262069583884,71.09501628305269,0.14805390680278238,2.0,1.3816991496833044,1.2542522530766103,5.871719335967336
0.8785714285714286,0.9821428571428571,1304995,0.9289147716885681,40.99751373387725,74.61128746429982,0.14754471040378472,2.0,1.3688472019442526,1.329511326253253,5.8402473699359465
0.9821428571428571,1.0857142857142856,1448480,1.0326308782000686,39.02976770785131,69.59413260901613,0.14669732708625718,2.0,1.3621872185160198,1.3090006399846228,5.195225262322516
1.0857142857142856,1.1892857142857143,1598106,1.1363205928768159,34.11637671777487,61.33479240334476,0.1464473958841615,2.0,1.354111268006958,1.3276684846195619,4.404508828113107
1.1892857142857143,1.292857142857143,1752388,1.2399905365010835,33.48060919652601,58.65973141094463,0.14629635469424707,2.0,1.3569875693078743,1.2911326070369311,4.350043499782945
1.292857142857143,1.3964285714285714,1905483,1.343645285431101,31.828704614811038,54.71252784094097,0.14589978244046223,2.0,1.3540019972151986,1.2695462058168399,4.435902156755813
1.3964285714285714,1.5,2067417,1.447288104401766,26.05917954479355,45.906225918350565,0.1452063590138402,2.0,1.3542435633592351,1.3008106125791488,4.387632027531769
