rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,b,f_bias,ds_err
0.05,0.15357142857142858,131544,0.08762745818846641,16.00593693386387,38.036775240098066,0.1587249231541492,2.0,1.4570050647894062,1.6310284162014594,14.149369036358472
0.15357142857142858,0.2571428571428571,264694,0.1987203963320508,15.66067872868465,25.375275669054304,0.15697557679339696,2.0,1.4368220385993429,1.1277094192221275,9.788757909254413
0.2571428571428571,0.3607142857142857,395814,0.3045572229332549,-0.33395855932872753,0.1318818417164509,0.1574156694342228,2.0,1.4272363244254422,-0.27669195642698224,9.029938158738508
0.3607142857142857,0.46428571428571425,530665,0.40923647173232053,8.514119062609424,12.551771372395573,0.15601701354805178,2.0,1.4222377751121866,1.036556767693604,6.97880139869581
0.46428571428571425,0.5678571428571428,664914,0.513466609609304,13.542207370265313,19.609542445844887,0.1540197169557389,2.0,1.4059172162564633,1.0299550025340605,7.469782764166113
0.5678571428571428,0.6714285714285715,797220,0.6174751089753187,27.327389437227456,51.786891945194235,0.15316181950760457,2.0,1.386334946504809,1.3669528354838918,6.488022266884109
0.6714285714285715,0.775,933267,0.7213578466039882,39.02294883876597,69.53410697755768,0.15110802612566407,2.0,1.371004191573513,1.2996877162620788,6.40535050299232
0.775,0.8785714285714286,1063657,0.8251623216936514,45.9961898557084,81.14718224358144,0.14984750158449775,2.0,1.3500049177201858,1.3068213934894697,6.340390108832299
0.8785714285714286,0.9821428571428571,1201243,0.9289147716885681,42.0341615360997,75.41430634086666,0.14868126804767695,2.0,1.342217808908372,1.3366827855597723,6.567831469131097
0.9821428571428571,1.0857142857142856,1339141,1.0326308782000686,37.99601633799437,68.81665187734892,0.1478269871925179,2.0,1.3369600591499688,1.3546810017418274,5.430151722555697
1.0857142857142856,1.1892857142857143,1478591,1.1363205928768159,33.82132368939958,60.84261421584756,0.14739679932380875,2.0,1.329334399161478,1.353265537177692,5.129436887992022
1.1892857142857143,1.292857142857143,1617111,1.2399905365010835,30.811975993772357,54.67388931766795,0.14728407120856996,2.0,1.3292411842951333,1.3349242723763273,5.274790239242495
1.292857142857143,1.3964285714285714,1751449,1.343645285431101,31.418466924870263,52.52491957941902,0.146921555388018,2.0,1.3247295638109446,1.2619820507401625,4.89517069601189
1.3964285714285714,1.5,1889114,1.447288104401766,26.658070420367856,45.97566061483861,0.14617352629148786,2.0,1.3226031796942381,1.3039763204930235,4.9377814193208165
