rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,b,f_bias,ds_err
0.05,0.15357142857142858,81169,0.08762745818846641,16.870514489157667,36.1560996214406,0.14618181973552696,2.0,1.459980828140596,1.4679325285471854,15.094701904134999
0.15357142857142858,0.2571428571428571,159922,0.1987203963320508,6.808019904035018,14.743428560872998,0.145024353042357,2.0,1.414487434704082,1.5310119451151643,9.67050523566167
0.2571428571428571,0.3607142857142857,240886,0.3045572229332549,1.9194085843961168,5.774570845307866,0.14476507016238518,2.0,1.4193925883097782,2.119579682654626,9.24074092141753
0.3607142857142857,0.46428571428571425,319866,0.40923647173232053,8.447716662602287,15.979707956103317,0.14431695777834644,2.0,1.4049104487980892,1.3464209367289046,7.834935990348494
0.46428571428571425,0.5678571428571428,401544,0.513466609609304,0.4509182041661578,0.7040219641240473,0.14411437578123745,2.0,1.404182585760775,1.111897764448333,6.57503019178704
0.5678571428571428,0.6714285714285715,487403,0.6174751089753187,-7.418088108978518,-14.683898330209164,0.14341918591275735,2.0,1.40584052013999,1.4080345927503222,6.481963718183705
0.6714285714285715,0.775,572459,0.7213578466039882,-4.338660617805463,-7.174695898528097,0.14322774997188273,2.0,1.4131855181406674,1.1701691386492767,5.9212613670743846
0.775,0.8785714285714286,655981,0.8251623216936514,6.531562378782196,12.253126189768125,0.14251041984370386,2.0,1.40835474069721,1.3320415358805449,5.697588452048765
0.8785714285714286,0.9821428571428571,741500,0.9289147716885681,17.01880143787894,31.633154934314863,0.14248733616379042,2.0,1.4068117833793314,1.3212273033421733,5.6964707580925715
0.9821428571428571,1.0857142857142856,825416,1.0326308782000686,20.596365498895654,35.249694804448616,0.14180969638500684,2.0,1.4017452249598177,1.2209438333313558,5.088986540558475
1.0857142857142856,1.1892857142857143,913735,1.1363205928768159,26.567649213925023,48.576053540009916,0.14092015159841417,2.0,1.3984814674843027,1.3074117525942253,4.879623496554471
1.1892857142857143,1.292857142857143,1007591,1.2399905365010835,30.34509187182503,56.382078491828764,0.14050855491330297,2.0,1.402953307234161,1.3243702242648185,4.697557931057936
1.292857142857143,1.3964285714285714,1093734,1.343645285431101,24.810947424847452,47.03951184844394,0.13958882911227,2.0,1.3984193899996995,1.355757515709305,4.7509355564492335
1.3964285714285714,1.5,1176274,1.447288104401766,25.083194602116922,46.57778146582969,0.13899219099283297,2.0,1.3930699370532598,1.3329781521968125,4.555485606573085
